16,6,2015,3.0
21,6,2015,2.0
22,6,2015,2.0
29,6,2015,0.02
17,7,2015,1.0
18,7,2015,1.26
19,7,2015,2.25
20,7,2015,6.07
21,7,2015,5.0
22,7,2015,5.48
23,7,2015,1.05
24,7,2015,1.48
25,7,2015,2.14
26,7,2015,2.0
27,7,2015,3.37
28,7,2015,1.12
20,9,2015,0.17
21,9,2015,0.13
